FileName	LinesWithCode	LinesWithComments	EmptyLines	TotalLines	Characters
8437947.java	64	0	13	77	2216
1752664.java	44	38	18	97	3352
4638736.java	22	2	10	34	768
994784.java	19	5	9	33	889
8551273.java	1040	76	107	1220	52400
7684734.java	60	6	16	82	2346
9959762.java	13	6	6	25	496
7318304.java	7	4	8	19	398
2316584.java	33	7	9	49	1537
9513196.java	146	19	27	192	7548
11817065.java	158	0	50	208	5911
83050.java	47	0	10	57	1783
11588313.java	19	0	10	29	635
5250517.java	112	9	10	131	4924
1058443.java	7	16	7	30	920
5812142.java	184	8	31	223	6462
1030531.java	7	7	4	18	701
11983576.java	55	4	20	79	1509
7009915.java	7	37	15	59	1486
9038049.java	208	0	43	251	7870
10477713.java	224	1	33	258	6698
2622351.java	4	11	7	22	664
859587.java	35	18	10	63	2678
6216647.java	4	1	3	7	161
382489.java	128	2	23	153	7258
10946464.java	37	3	11	51	1033
1009687.java	37	2	9	47	1499
201354.java	14	1	5	19	549
1411632.java	4	19	4	27	988
1747666.java	4	1	3	7	165
8873178.java	730	184	199	1113	36954
3288963.java	7	2	5	14	186
1518567.java	129	0	27	156	4834
4840215.java	5	23	3	31	1317
4868337.java	46	4	21	71	2350
7265330.java	4	2	5	11	136
3291994.java	9	37	12	58	1959
4265048.java	56	28	10	94	3794
4349645.java	28	35	24	87	2912
8585289.java	7	27	8	42	1592
2509928.java	29	7	10	46	1342
3647022.java	279	52	42	373	13809
5256447.java	316	0	72	388	13991
11169811.java	189	5	36	230	8876
11886115.java	16	18	15	49	802
7472704.java	67	4	13	84	2248
8321753.java	99	20	25	143	4328
1047814.java	15	5	4	24	634
1788018.java	48	4	18	70	1106
5068779.java	19	16	11	46	1001
10717176.java	31	6	10	45	1346
11994556.java	1	2	2	5	53
293302.java	251	0	55	306	6789
7972618.java	19	14	9	41	1130
256924.java	167	27	61	255	8181
2203452.java	4	1	3	7	152
603521.java	385	0	68	453	18333
2178966.java	38	0	8	46	803
7414670.java	29	0	5	34	1113
8696108.java	93	2	23	118	3055
7808193.java	7	31	8	46	1596
5954372.java	286	16	56	357	12861
3071405.java	36	0	25	61	1494
11390986.java	38	0	6	44	993
6211153.java	44	7	12	63	1449
1564152.java	77	4	22	103	2422
6652381.java	4	1	3	7	166
5440094.java	71	20	19	110	2552
6718026.java	3	6	3	12	157
11779143.java	250	8	39	297	8823
5900742.java	29	3	8	40	1157
4011713.java	52	0	16	68	2006
10457422.java	6	6	2	14	321
8619658.java	33	2	6	41	1249
729094.java	17	0	6	23	453
5439690.java	18	5	4	27	703
9701743.java	11	5	4	20	493
8785181.java	73	21	25	119	3468
10029390.java	31	3	8	42	1364
8179568.java	156	14	27	197	7246
9832992.java	33	0	6	39	1143
4392147.java	10	6	6	22	441
2277685.java	4	1	4	8	165
1613506.java	127	0	42	169	4664
9659732.java	15	81	23	119	5324
1802428.java	10	1	12	23	332
4301967.java	45	6	5	56	2116
4404589.java	96	30	30	156	5032
8968487.java	193	8	36	235	6660
7610638.java	36	0	14	50	1211
6137351.java	198	4	11	213	6374
393092.java	7	8	7	22	501
11061039.java	4	1	3	7	171
3080513.java	40	3	16	59	1442
6901837.java	133	68	61	262	6881
10215048.java	86	11	21	116	2905
6328573.java	11	53	19	83	2183
3572712.java	34	52	29	115	3231
9939519.java	92	22	23	131	2863
1063133.java	4	19	4	27	860
5860497.java	4	10	6	18	583
532644.java	20	10	9	39	653
1982530.java	58	8	18	84	1750
8969051.java	170	27	22	219	6429
8342980.java	110	0	32	142	5154
4814448.java	9	24	14	47	1085
3625902.java	180	6	5	189	7153
9172348.java	28	2	8	38	986
5424984.java	48	25	13	86	3096
8458415.java	10	32	7	49	2149
8331969.java	506	8	82	596	29507
5849660.java	6	41	11	58	1959
4841549.java	807	63	8	878	30979
2596350.java	45	1	15	61	1370
4907583.java	309	0	42	351	8945
5652551.java	58	17	25	99	2466
10832101.java	74	13	27	114	4757
3801086.java	16	41	24	81	1583
7665825.java	32	0	9	41	1276
3582432.java	66	0	7	73	2324
1585649.java	15	7	7	29	673
5254044.java	104	42	34	180	6105
4512949.java	672	2	97	771	20582
3243245.java	48	5	4	57	2353
2330026.java	29	16	14	59	1842
948023.java	18	10	8	35	1187
5043449.java	4	3	3	10	201
360801.java	49	1	18	66	1456
2341868.java	26	11	10	47	999
1574247.java	47	0	13	60	1390
3380878.java	9	9	4	22	754
3584232.java	35	0	15	50	1371
2787420.java	50	2	26	78	1164
7995216.java	31	10	13	54	1593
10535624.java	27	5	11	43	1117
2870211.java	95	13	22	130	3363
4039185.java	26	32	17	75	2156
9736179.java	63	0	16	79	2767
7344557.java	7	4	5	16	398
7845616.java	18	13	11	42	1549
4172073.java	247	6	50	303	8035
1178126.java	15	4	9	28	663
8222708.java	21	0	6	27	468
4114727.java	127	4	25	152	5039
6075519.java	10	43	17	70	1800
2503998.java	203	0	50	253	6482
6646138.java	180	5	28	213	5556
10026553.java	52	30	27	109	2369
10131467.java	11	18	5	33	1723
1115906.java	7	22	8	37	1329
9936712.java	45	3	19	67	1252
5762283.java	42	0	8	50	1679
4237614.java	6	29	9	43	1717
9712126.java	108	0	18	126	4487
8643141.java	38	15	22	75	1373
6975301.java	21	6	7	34	663
7331661.java	27	3	10	40	926
5093224.java	99	5	80	184	3666
6608030.java	58	5	16	79	2155
7675136.java	53	20	22	95	2372
9453738.java	86	0	37	123	3326
10385776.java	8	40	17	65	1916
11139063.java	60	0	12	72	1754
10539674.java	4	1	3	7	164
6155775.java	29	5	4	38	1212
523012.java	3	18	8	29	482
9571112.java	20	1	7	28	461
8292547.java	130	12	36	177	5099
8657961.java	14	15	6	35	1129
9174248.java	305	0	80	385	12701
9002140.java	168	3	33	204	4628
8850688.java	54	8	8	70	2667
642958.java	8	19	7	34	910
8773466.java	23	19	10	52	1588
8692898.java	155	0	58	213	5177
7279006.java	50	12	20	82	2512
2394445.java	22	3	16	41	709
344682.java	8	12	8	28	595
5982447.java	28	37	22	87	2026
6257161.java	9	5	5	18	269
6527910.java	269	0	25	294	11416
4052034.java	55	0	20	75	1643
4795197.java	7	13	10	30	594
2058572.java	259	4	51	314	7589
6395908.java	16	12	11	38	596
8697800.java	23	17	11	51	1661
7284434.java	13	14	9	36	1200
2911340.java	137	0	27	164	4469
7495840.java	53	16	27	95	2948
3967245.java	28	58	35	115	2834
2934496.java	144	16	36	196	7427
6488700.java	40	71	47	157	3007
7510138.java	140	22	24	186	3593
3820263.java	64	53	14	96	2380
421033.java	10	52	18	80	2503
9664397.java	96	15	32	135	3197
1762411.java	11	3	6	20	631
4232560.java	309	13	59	381	12904
6575573.java	16	27	13	56	1544
8760213.java	47	2	11	60	1530
4017153.java	9	9	4	22	754
4172214.java	30	0	10	40	1410
6902734.java	218	0	45	263	9825
4127777.java	306	0	32	338	13588
9048324.java	717	25	115	855	29587
3886497.java	24	1	7	32	993
6980750.java	101	1	34	135	3667
1107064.java	5	4	5	14	213
5220200.java	409	6	30	445	19771
11664647.java	144	1	5	150	3651
11990014.java	1	142	12	155	6581
301312.java	113	4	23	140	4141
8551727.java	4	1	3	7	161
9502704.java	20	4	9	33	773
8393951.java	27	12	14	53	1653
4139295.java	154	6	14	174	4763
10336625.java	154	3	29	185	6331
7160010.java	92	16	19	122	4690
10333165.java	6	5	9	20	294
10716870.java	116	9	26	151	4827
4008604.java	44	9	18	71	1530
2614856.java	83	16	31	130	5731
4539004.java	8	61	13	81	2610
10264490.java	253	0	21	274	9052
10945861.java	4	36	7	47	1695
3772764.java	13	0	4	17	358
2658412.java	13	25	8	46	1362
5109182.java	121	6	26	153	4613
2438466.java	94	8	21	123	3041
11125299.java	16	2	7	25	401
9681585.java	13	4	8	25	485
4796636.java	16	6	12	34	795
2057736.java	60	2	9	71	1493
11323362.java	14	101	9	123	6792
2286554.java	201	0	31	232	6334
3479396.java	288	1	76	365	9671
7748508.java	23	4	9	36	717
3519086.java	39	7	13	59	1173
9942521.java	18	5	4	27	711
3574191.java	331	48	38	417	13439
2769074.java	203	28	42	272	7189
1286636.java	4	8	2	13	512
11857874.java	39	1	8	48	983
10697359.java	237	2	41	280	6927
573232.java	1534	39	268	1841	71871
8166805.java	33	35	11	77	2928
10385579.java	10	16	10	36	1012
1406184.java	12	14	9	35	931
7222689.java	91	146	47	283	9417
6025725.java	19	84	36	139	3341
3101343.java	8	61	13	81	2504
6271970.java	286	2	47	335	8727
11478972.java	275	15	30	315	8402
7501976.java	313	154	85	552	16081
1104423.java	37	0	11	48	1215
7344500.java	14	0	4	18	400
2689702.java	8	3	3	14	170
1450433.java	7	19	9	35	1059
7100571.java	237	1	57	294	12250
8723554.java	159	25	15	199	5890
2518597.java	63	1	2	65	1926
4453867.java	288	1	76	365	9671
907145.java	47	0	17	64	1663
2180625.java	35	38	17	90	2746
1321514.java	27	4	8	39	1011
7492593.java	71	18	17	106	3420
6342327.java	144	2	27	173	4879
3015502.java	4	12	6	22	313
11428409.java	13	0	4	17	330
4639362.java	73	0	22	95	1993
9595401.java	74	25	22	121	3148
667515.java	235	2	42	279	8498
10731262.java	152	13	29	189	5206
11974935.java	25	9	2	36	986
9405115.java	35	18	10	63	1488
7117429.java	67	0	22	89	1903
7517573.java	24	4	13	41	1112
6944318.java	23	5	12	40	1094
2968887.java	31	13	13	57	1644
10474127.java	139	4	50	193	5506
5738.java	69	15	23	107	2701
2975144.java	17	14	13	44	1161
11826171.java	74	0	9	83	3263
3502632.java	7	5	4	14	349
4630729.java	17	5	9	31	590
5637831.java	7	8	5	19	774
1433981.java	39	1	9	48	1772
11319271.java	55	0	30	85	2271
6380828.java	72	3	31	106	1864
3825123.java	29	18	11	58	1670
8318168.java	78	0	14	92	2969
262806.java	6	6	5	17	336
8378606.java	44	1	17	62	1401
7877768.java	4	1	3	7	171
8375781.java	39	0	16	55	1435
10120145.java	73	68	20	161	6775
776437.java	46	45	13	104	3027
10129530.java	13	30	9	52	1535
639191.java	72	5	17	94	2336
3917092.java	8	7	7	22	500
7600864.java	14	5	4	23	571
7895941.java	22	14	9	45	1494
2304393.java	13	38	6	56	2266
8853897.java	24	57	18	98	3680
7264045.java	7	76	12	95	3400
2216917.java	3	4	4	11	140
7907907.java	22	77	18	117	4059
4310006.java	73	18	28	115	2430
2669338.java	1	17	4	22	848
6617414.java	17	5	4	26	659
6488097.java	11	179	12	202	7467
5865174.java	114	0	16	130	4198
5771169.java	23	60	34	116	2237
9359394.java	87	1	17	105	3666
6513100.java	12	1	4	16	337
4915847.java	4	5	5	14	289
3411312.java	193	9	15	217	7609
1060474.java	7	18	9	34	994
6264052.java	77	16	10	95	3300
11419934.java	105	0	33	138	3397
8848925.java	32	27	13	71	2557
2161244.java	20	0	11	31	603
2588536.java	15	3	10	27	518
8997009.java	73	17	20	107	3061
5337701.java	26	3	8	37	651
3343182.java	36	3	6	45	1598
8121851.java	6	16	6	28	916
11026980.java	27	10	11	48	1106
10668094.java	7	19	8	33	1162
9268522.java	4	1	3	7	172
9733270.java	66	8	14	87	2167
669891.java	96	23	21	140	4239
1883833.java	8	9	11	28	695
3401857.java	45	90	30	165	5425
715572.java	42	32	13	87	3426
1418638.java	7	6	6	19	543
6276664.java	4	3	3	10	201
2874335.java	97	17	26	140	4952
553062.java	182	32	30	243	7863
5812290.java	173	28	49	245	8853
11690314.java	3	3	4	10	94
5826817.java	17	16	10	43	1280
9391813.java	56	20	10	86	2422
6140426.java	132	7	17	155	6196
6016128.java	18	28	13	59	1395
5162626.java	91	0	18	109	3633
6156685.java	9	61	13	82	2362
3819402.java	27	0	3	30	964
9952984.java	140	19	59	218	6104
1881693.java	46	5	25	76	1725
3427248.java	342	13	93	448	16338
8361108.java	41	222	25	287	11280
10530907.java	88	0	14	102	2427
3424745.java	7	17	9	33	786
563822.java	45	25	33	100	2170
11376838.java	22	5	4	31	898
11867576.java	30	5	13	48	1042
4852963.java	593	72	193	839	19039
11073529.java	147	12	22	177	3455
9511231.java	15	7	7	29	679
1500367.java	14	5	4	23	571
819893.java	13	15	9	37	1073
7076857.java	769	26	144	928	29485
1472983.java	49	4	12	65	1749
1033104.java	1324	83	167	1574	52754
8936882.java	11	5	8	24	401
9898589.java	14	20	6	39	902
4937225.java	60	3	19	82	2305
2277592.java	198	41	23	262	9132
6654343.java	105	9	28	142	5307
1172770.java	67	0	18	85	2329
3651814.java	210	16	22	248	7748
3198387.java	42	10	8	60	1849
9158832.java	10	6	7	17	367
3187514.java	4	17	6	26	930
6978176.java	3	1	3	6	151
5240797.java	66	8	24	96	2098
6406667.java	9	0	3	12	289
4824793.java	16	3	9	28	475
1457328.java	163	4	49	214	6411
2248523.java	1316	21	147	1483	47982
2845745.java	19	12	11	41	1152
5231792.java	49	0	18	67	1782
6056645.java	148	23	25	191	6438
1495433.java	27	7	18	52	694
5322321.java	15	3	11	29	381
5817169.java	24	1	10	35	1087
10385189.java	31	17	13	60	1149
2284894.java	53	0	8	61	1338
1799157.java	16	0	2	18	559
11166560.java	125	0	27	152	4831
1793731.java	139	6	19	164	4366
2805133.java	19	68	23	110	3170
3645753.java	24	42	13	79	2109
5409290.java	9	9	4	22	744
2926155.java	41	2	11	54	1640
2056838.java	104	21	18	141	5106
8543419.java	99	13	16	128	4476
6695848.java	16	4	7	27	429
4482178.java	1303	182	128	1613	45149
2271658.java	6	3	10	19	214
9413448.java	43	20	14	77	2652
9238966.java	57	0	18	75	1552
806688.java	63	5	30	98	2634
3845817.java	6	2	7	15	211
2722055.java	4	5	3	12	198
425820.java	11	51	18	80	2481
4252469.java	17	0	8	25	491
4551232.java	157	4	33	194	6757
7569206.java	15	29	19	63	1485
2466640.java	288	4	31	319	8269
9891666.java	55	4	18	77	1529
7890082.java	13	25	7	45	1516
11438009.java	67	4	17	88	3266
2541464.java	21	14	7	42	1633
11269914.java	69	6	26	101	3013
11909436.java	19	16	10	44	1540
1421229.java	18	182	33	232	9544
3969269.java	51	4	14	69	1757
1499289.java	3	15	6	24	795
8842899.java	5	5	7	16	306
5570284.java	97	2	21	120	5895
3104283.java	2	19	6	27	924
417044.java	24	24	13	57	1526
2448391.java	83	41	25	148	4707
7843323.java	9	6	8	23	418
6530016.java	10	1	4	14	346
5385633.java	24	4	5	32	1115
4348072.java	13	7	8	27	753
4262891.java	28	14	6	47	1557
4215744.java	64	11	12	87	3445
4559927.java	30	23	16	69	2428
2302635.java	6	2	5	13	171
5398578.java	8	33	15	56	1449
760953.java	40	3	11	54	1403
9034501.java	52	82	46	180	4773
8245934.java	53	16	27	95	2948
1980550.java	5	23	4	32	1133
6955419.java	7	9	8	24	369
8112814.java	35	45	29	105	3425
6543043.java	145	0	34	179	4351
1467475.java	48	0	7	55	1439
1519032.java	16	3	8	27	431
9813613.java	17	35	8	60	2467
11929729.java	12	34	13	59	1839
6412482.java	13	6	8	27	592
2176306.java	172	18	29	219	6716
2569346.java	205	23	19	247	9674
6263815.java	5	13	8	26	536
6234575.java	173	30	25	228	6909
5723061.java	8	29	12	49	1532
10070453.java	4	1	3	7	158
8719092.java	132	0	21	153	2306
770997.java	11	11	9	31	705
11775148.java	9	40	16	65	1832
128293.java	50	48	33	131	3214
3187849.java	11	43	16	70	1953
532122.java	15	5	9	29	558
6081042.java	183	0	29	212	7740
2872579.java	68	10	17	94	1624
7255903.java	671	24	61	756	24368
509935.java	95	101	61	249	6775
1961047.java	233	26	54	313	9854
1823068.java	15	5	4	24	639
11581679.java	14	2	7	23	590
11627645.java	84	18	30	132	2767
10433991.java	14	5	6	25	724
982768.java	318	2	54	373	16861
8412877.java	168	0	46	214	5032
4930592.java	7	14	9	30	638
4821975.java	4	1	6	10	157
213886.java	120	6	18	144	3785
9704691.java	28	2	9	39	954
8069438.java	203	29	36	267	12599
5546065.java	19	1	7	27	647
11264816.java	30	0	6	36	1166
3197687.java	65	0	12	77	3028
1995611.java	6	0	2	8	122
11706210.java	293	0	10	303	12118
2821511.java	37	3	11	51	1032
11817177.java	35	3	15	53	1555
7600714.java	19	4	8	31	568
3943962.java	14	15	11	40	995
3783555.java	266	25	47	335	10111
2381681.java	273	2	54	327	8560
3763111.java	3	5	4	12	234
3279711.java	321	27	71	418	10825
4189231.java	11	3	5	19	639
3607892.java	160	5	28	193	5385
7728874.java	166	0	33	199	6784
6367462.java	51	10	17	74	2149
3244655.java	24	5	11	40	662
3681789.java	5	3	6	14	266
4967539.java	13	16	9	38	1321
11420514.java	5	24	10	39	851
9921070.java	4	1	3	7	174
3604022.java	122	0	14	136	5245
5961263.java	9	16	4	29	888
5431034.java	10	11	11	32	550
8905865.java	21	2	9	32	533
8019912.java	90	67	28	142	7240
529101.java	24	5	4	33	1025
2055594.java	13	16	9	38	1322
3904084.java	44	11	11	66	1818
8537703.java	89	5	41	135	3754
5050209.java	265	49	73	387	12394
1705250.java	169	8	28	205	6896
174612.java	16	0	5	21	500
624633.java	13	0	4	17	304
4397710.java	276	4	61	341	8999
4941348.java	19	5	4	28	771
4191603.java	92	0	44	136	2839
6645737.java	7	0	1	8	214
11250509.java	100	3	24	127	3053
3426885.java	20	21	17	57	1819
681341.java	14	23	7	42	1337
989110.java	14	6	9	29	569
8283183.java	53	29	17	99	2648
5519491.java	14	0	4	18	404
5895870.java	110	7	22	139	4013
1687922.java	49	5	12	66	2638
6957985.java	20	2	6	28	848
5444278.java	5	34	9	48	1560
2382820.java	5	15	8	28	616
3581328.java	367	1	137	505	13463
9321973.java	10	2	4	16	358
3470883.java	19	24	14	57	1965
9774839.java	274	5	32	311	9315
3910451.java	102	119	301	522	10358
7379111.java	137	1	37	175	5157
1962386.java	21	5	4	30	882
8738404.java	4	1	3	7	166
672891.java	27	17	6	50	1469
3284304.java	38	6	9	53	1758
2781922.java	6	42	12	60	1992
10962974.java	8	6	8	22	334
687740.java	29	5	13	47	1342
810440.java	346	31	14	391	18758
2940651.java	9	23	11	42	1336
1708732.java	112	0	24	136	3307
1951797.java	21	0	4	25	654
954702.java	129	77	24	202	6603
5853891.java	104	0	26	130	3997
4870529.java	9	12	6	26	729
526792.java	13	15	11	39	598
1374932.java	339	0	167	506	14589
3760139.java	97	25	34	155	4228
3102652.java	351	1	75	427	10940
3126480.java	156	124	54	325	10584
7020266.java	9	55	16	80	2832
5620438.java	227	16	39	282	10210
5651945.java	3	11	7	21	448
8874251.java	212	1	44	256	10671
8981082.java	6	7	9	22	299
7870009.java	57	0	11	68	1866
6052001.java	38	1	6	45	1524
2964161.java	8	7	13	28	363
11226802.java	49	21	12	81	2570
8272403.java	363	36	152	533	14664
4062533.java	15	104	15	134	6838
11504216.java	97	44	23	164	4319
4260575.java	239	44	37	320	9476
6688574.java	6	50	13	69	1942
2297188.java	260	0	44	304	7235
2604414.java	6	44	9	58	3087
2426156.java	212	6	25	243	7789
4949448.java	54	1	15	69	1753
8566397.java	18	5	4	27	726
7442635.java	160	51	77	288	8346
3908901.java	4	19	5	27	1519
670873.java	182	1	26	208	5948
8898278.java	26	70	49	144	2407
2084129.java	43	60	51	154	3635
6706934.java	120	4	19	140	4239
621622.java	56	19	14	87	2833
8569055.java	29	30	15	74	2108
5623039.java	6	5	6	17	206
5030214.java	4	3	3	10	201
4732141.java	141	15	31	187	6966
4680366.java	23	5	4	32	988
4560177.java	586	53	79	718	25176
1578833.java	65	1	17	83	2113
320037.java	25	40	7	71	2389
2926838.java	24	24	15	62	2087
4889226.java	16	4	13	33	600
5733189.java	6	5	9	20	306
2508538.java	12	2	6	20	279
173370.java	154	47	32	233	6976
2374453.java	226	12	40	278	7936
4148961.java	84	15	15	113	1921
1922233.java	117	6	5	128	6072
10006724.java	13	0	4	17	330
3458608.java	14	59	24	97	2940
7394150.java	4	5	3	12	198
6272189.java	8	31	7	46	2267
11924766.java	131	4	33	168	5532
5546504.java	30	18	19	67	2366
1117727.java	41	31	21	90	2400
4248300.java	10	6	8	24	623
9398474.java	10	5	5	20	424
9139375.java	169	0	23	192	6009
368311.java	5	8	7	20	395
11024292.java	23	5	9	37	721
11860640.java	321	0	80	401	12921
11559808.java	166	5	47	218	6539
7298986.java	156	1	42	199	6420
8819280.java	6	20	10	33	995
3159688.java	35	0	13	48	1163
2243289.java	86	3	17	106	3085
5624792.java	139	5	40	184	5292
604115.java	176	11	52	239	7680
3376192.java	11	8	7	26	689
10188470.java	9	1	6	15	270
964814.java	29	7	10	46	1102
6935497.java	111	9	20	136	3507
95641.java	9	17	5	31	978
7823335.java	19	13	10	42	1105
9486529.java	177	77	28	281	8163
2101692.java	10	37	15	62	1835
11797209.java	53	0	29	82	1929
6906979.java	22	2	16	40	572
6184716.java	324	3	49	376	13254
9512913.java	50	57	39	146	3866
6649648.java	24	20	14	58	1402
10497620.java	126	7	29	160	4323
6570432.java	238	13	55	306	10349
11182660.java	55	5	19	79	1870
2037626.java	289	0	8	297	12202
4442151.java	109	7	14	128	3251
10454907.java	128	5	27	160	4231
4189068.java	7	3	6	16	236
181387.java	15	11	8	34	679
671402.java	6	43	6	55	1669
4915729.java	299	0	31	330	10390
414905.java	19	51	11	81	2850
3786800.java	1	6	3	10	160
9083509.java	37	0	10	47	1501
921799.java	21	13	13	47	1223
9531432.java	229	17	53	299	8629
2555840.java	2138	18	434	2590	67481
5727739.java	3	22	5	30	1141
5026157.java	4	3	3	10	201
2350694.java	48	0	9	57	1940
6338493.java	50	3	14	67	1830
5617440.java	37	23	28	88	1675
7531780.java	4	26	6	36	1543
2172402.java	209	5	52	265	6860
6858773.java	8	13	7	28	869
6562702.java	383	7	45	435	21361
7474784.java	329	13	81	423	15771
3293859.java	825	5	114	944	22423
5851245.java	1034	0	90	1124	44910
10889004.java	24	0	8	32	507
10277639.java	60	3	17	80	1860
8006472.java	4	1	3	7	177
9364315.java	23	0	7	30	733
3438880.java	5	5	7	17	194
4631289.java	84	1	44	128	3279
7401176.java	87	3	6	96	4857
3575187.java	22	3	9	34	648
3376013.java	354	3	32	389	12457
8929778.java	170	0	42	212	6013
9046440.java	19	24	19	58	1397
2026203.java	36	5	4	45	1501
8003712.java	93	16	22	131	4828
10560371.java	264	6	83	353	12334
8089164.java	106	0	28	134	4290
856271.java	310	1	76	386	13554
9793925.java	29	0	7	36	684
8394698.java	4	1	3	7	163
354144.java	7	4	5	16	398
9013064.java	3	5	7	15	194
10980916.java	20	21	10	51	2023
3452055.java	13	7	8	28	689
9580515.java	46	0	9	55	1343
5280872.java	268	30	38	336	12936
11303966.java	1583	39	190	1812	71174
3601921.java	234	39	38	311	9251
368409.java	91	7	14	112	2436
2248694.java	1316	21	147	1483	47982
3336349.java	5	6	4	15	297
1436177.java	22	72	40	134	3955
3321320.java	9	2	10	21	300
5166124.java	593	13	85	691	17527
7061848.java	33	0	10	43	1636
7255289.java	35	22	15	72	2258
1312451.java	7	2	6	15	283
2693622.java	194	0	28	222	8137
4587184.java	10	13	7	30	544
9014461.java	62	0	13	75	2986
423981.java	4	16	6	26	944
1810967.java	81	19	6	106	1959
4487799.java	47	12	16	75	1838
7187752.java	7	44	7	58	1267
8925989.java	35	178	70	283	5935
11901628.java	29	6	11	46	2086
10525461.java	8	18	6	32	1057
8046314.java	192	29	29	250	9172
425767.java	19	51	11	81	2850
2221284.java	153	1	26	180	6279
9003451.java	51	4	4	59	2120
10433862.java	9	5	5	19	408
2391840.java	10	2	10	22	307
10266360.java	70	13	14	97	2453
2841369.java	13	5	10	28	420
1453997.java	73	0	19	92	3867
2489353.java	654	4	74	732	32137
3448873.java	631	9	126	766	23352
9346411.java	222	0	32	254	8079
3822602.java	52	89	38	179	5412
5249121.java	138	35	33	206	6988
2038123.java	26	5	4	35	1128
1048792.java	7	3	6	16	280
167333.java	336	36	58	430	12256
4348963.java	78	7	18	103	2437
5039882.java	15	3	4	22	554
2271069.java	1	41	4	46	1711
9691967.java	6	7	6	19	252
1168501.java	5	9	8	22	480
10724032.java	11	0	4	15	234
162267.java	29	9	15	53	1010
4132166.java	19	5	4	28	771
6924638.java	1	1	2	3	45
6977839.java	8	0	5	13	203
10972070.java	24	0	10	34	815
3642288.java	38	26	14	78	2622
2777367.java	37	4	13	54	1367
5468881.java	199	6	23	228	6269
2602429.java	58	29	21	108	3562
3483053.java	15	5	8	28	587
6352516.java	92	0	44	136	2839
5979295.java	37	0	15	52	1347
722858.java	11	13	8	32	943
6326203.java	227	5	43	275	9125
1656890.java	5	5	5	15	558
3785450.java	134	5	18	156	5545
9658985.java	135	19	29	183	5446
6274328.java	93	106	71	270	4934
7521749.java	11	25	13	49	1680
3060625.java	11	16	11	38	979
1410683.java	4	5	4	13	230
1734440.java	34	5	14	53	1254
4311423.java	248	0	46	294	8856
1142349.java	36	0	12	48	1321
8265947.java	3	2	5	8	188
8081513.java	4	1	3	7	166
4962568.java	19	5	4	28	800
7582253.java	47	0	8	55	2031
6274563.java	1891	0	161	2052	67955
432710.java	9	30	12	51	1551
7512739.java	66	6	14	86	2660
7633940.java	276	1	49	326	9402
3250283.java	4	9	4	17	300
2288746.java	9	20	15	44	602
2575953.java	35	36	49	94	2872
615445.java	32	6	8	46	1308
226179.java	23	2	11	36	599
5790393.java	1924	250	367	2541	92943
5570263.java	174	23	40	236	9085
2904899.java	198	2	59	258	7012
1192512.java	110	33	18	161	5660
9549250.java	30	23	16	69	2431
5180507.java	32	30	14	75	2672
7895059.java	4	4	3	11	151
3278073.java	294	28	57	377	9973
8534037.java	9	9	4	22	744
8478520.java	148	7	20	175	5709
4524729.java	21	8	12	41	884
2307900.java	133	1	16	150	5512
271761.java	1269	0	72	1341	39725
1608684.java	386	46	72	504	18285
5775053.java	17	0	7	24	546
4508567.java	17	0	6	23	529
6136389.java	12	5	9	26	413
5993154.java	5	2	3	10	155
7602558.java	11	2	4	17	375
5416761.java	35	4	10	49	1423
9774158.java	35	9	19	63	1361
4367629.java	5	5	9	19	258
552244.java	6	49	10	65	2676
2318534.java	99	25	29	153	4235
874163.java	1232	9	178	1417	40845
2758215.java	25	1	9	34	743
6267388.java	37	2	15	54	1899
11878573.java	36	17	13	66	1372
10311679.java	60	3	16	79	2024
7282692.java	546	0	126	672	17781
409122.java	169	623	91	883	36410
10218930.java	12	25	10	47	1679
258231.java	15	2	6	23	351
1597357.java	509	24	41	573	15044
11742870.java	117	0	20	137	4998
499975.java	19	2	11	32	395
417104.java	8	17	8	33	972
4847780.java	7	3	7	17	240
4285470.java	86	0	12	98	2826
2935640.java	26	22	6	54	1675
5021062.java	26	19	9	54	1553
8328123.java	26	118	45	188	6993
982896.java	5	23	14	40	1115
3145813.java	33	6	8	47	1265
9826322.java	28	0	9	37	1181
4180293.java	51	1	21	73	1463
4579825.java	275	26	73	361	14107
617284.java	16	0	6	22	620
8536614.java	164	9	31	204	6118
8911683.java	6	2	5	13	205
9296197.java	7	2	6	15	421
8548114.java	7	3	6	16	245
3554071.java	55	57	26	134	4325
1613594.java	268	5	45	318	11985
9580528.java	69	5	30	104	5185
1841168.java	18	5	4	27	718
6416794.java	67	32	24	120	2446
7028932.java	158	0	28	186	4411
5582534.java	5	17	8	30	490
4312061.java	24	60	14	98	2924
3438316.java	20	4	6	30	777
8621235.java	64	1	13	77	2559
583634.java	19	58	26	99	3242
11715733.java	269	24	59	351	14755
5326225.java	188	16	40	243	6567
1127245.java	16	4	6	26	446
10321866.java	8	61	13	81	2536
6571541.java	193	17	55	265	7532
4179530.java	314	11	43	368	10374
10584194.java	36	12	7	55	2004
2884532.java	16	20	11	47	1429
137527.java	12	35	17	64	2019
6743640.java	9	11	7	27	475
9583703.java	5	3	5	13	177
4004987.java	113	2	19	134	2781
4400959.java	159	0	16	175	6527
715235.java	125	13	22	155	4918
2302564.java	31	11	7	49	611
989438.java	11	5	11	27	475
10467207.java	701	20	27	734	18456
5164884.java	39	79	33	151	6820
938453.java	21	5	4	30	860
